company,tweet,sentiment
$ICICIBANK.NSE,"$ICICIBANK.NSE
Private lender ICICI Bank on April 22 announced its results for the quarter ending March 2023. The bank reported a 30 percent growth in its profit after tax (PAT) of Rs 9,122 crore, up from Rs 7,018 crore last year.
On a yearly basis, the bank in 2022-23 had a net profit of Rs 31,896 crore from Rs 23,339 crore in 2021-22.
The net interest income (NII) increased by 40.2 percent year-on-year to Rs 17,667 crore in Q4-2023 from Rs 12,605 crore last year.
The net interest margin (NIM) was 4.90 percent in Q4-2023 compared to 4.00 percent in Q4-2022.
Deposit growth
The bank's deposits as of March 2023 stood at Rs 11.8 lakh crore from Rs 10.6 lakh crore, a YoY growth of 10.9 percent.
The lender's average current and savings account (CASA) ratio was 43.6 percent in the March 2023 quarter.

Very positive for the stock.. Bullish",Bullish
$ICICIBANK.NSE,$ICICIBANK.NSE Stock is trading above Ema levels indicating positive trend. Macd is also predicting bullish momentum. Bullish,Bullish
$ICICIBANK.NSE,$ICICIBANK.NSE moneycontrol.com/news/busin... Bullish,Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE ISEC’s retail broking revenue declined 13% YoY to INR3.2b. However, the decline in overall retail equity segment revenue was restricted to 6% 
thanks to 16% YoY growth in allied revenue. The issuer services segment’s revenue dipped 80% YoY to INR127m. Bullish",Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE overall revenue declined 1% YoY to INR8.9b in 4QFY23, in line with our estimate, as the weakness in retail brokerage and IB revenue was offset by strong interest rate-linked revenue (MTF and Treasury book) and distribution income. Bullish",Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE  
ICICI Bank's weekly chart shows that the stock formed a base at the Rs 800 level. On the daily chart, it broke out of an Inverse Head and Shoulders formation on strong volume, and subsequently retested its previous breakout level of Rs 860. The stock is currently trading above its significant moving averages, making its overall structure favourable. An important psychological level of Rs 920 is acting as a resistance level, and if the stock manages to break above this level, it could potentially reach Rs 950 in the short term. On the lower side, a cluster of moving averages has formed a base at Rs 870, serving as a support level. Bullish",Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE MACD bearish crossover, RSI not in the overbought zone. 
we can enter into short position once the rsi enters the overbought zone. Bearish",Bearish
$ICICIBANK.NSE,Breakout in action $ICICIBANK.NSE Bullish,Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE  
CMP: Rs 889.55 
The stock has been facing a downtrend forming 3 black crows candle pattern indicating a bear run, the next support level is around 860 level. Bearish",Bearish
$ICICIBANK.NSE,"$ICICIBANK.NSE 

From investment point of view, personally I'll be waiting to add Icici Bank at 640 and below over next few months, not before it! (Cmp 901)

While there may be some 3-5% upside in short term, but for medium term downside risk is about 25-30% Bearish",Bearish
$HDFCBANK.NSE,$HDFCBANK.NSE do you guys like this or $ICICIBANK.NSE better? For long term portfolio not trading account Bullish,Bullish
$ICICIBANK.NSE,$ICICIBANK.NSE Stock is trading with strong bullish momentum as it is trading much above Ema levels. Macd is also highly bullish and Rsi is close to overbought zone. Bullish,Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE  
ICICI Bank, India's second-largest private lender, is scheduled to announce its Q4 results on April 22. In Q3 FY23, the bank reported a 34.2% YoY increase in standalone profit after tax, which amounted to Rs 8,312 crore. During the same quarter, the bank's net interest income (NII) also increased by 34.6% YoY to reach Rs 16,465 crore, while the net interest margin improved to 4.65% compared to 3.96% in the year-ago period and 4.31% in Q2 of the current financial year. 
 
Moreover, ICICI Bank's net NPA ratio improved from 0.61% at the end of September 2022 to 0.55% in December 2022. Bullish",Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE Daily time frame 
RSI-66 
Looks bullish and can move upside in upcoming sessions.  
with immediate resistance around 960. Bullish",Bullish
$NIFTYBANK.NSE,$NIFTYBANK.NSE stronger than $NIFTY50.NSE ... up 1.4% on Friday while NIfty was flat. $HDFCBANK.NSE $ICICIBANK.NSE Bullish,Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE  
Icici bank is ready for run-up because of small rounding bottom pattern. 
Buy at cmp 
Target- 950. Bullish",Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE  
The stock is trading above the EMA-50 & 200 levels, with MACD being bullish forming 3 green candle pattern, giving the bullish indication. Bullish",Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE  
Target 930 Bullish",Bullish
$ICICIBANK.NSE,$ICICIBANK.NSE immediate target would be 908! keep an eye Bullish,Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE  
Icici bank is trading near its resistance level.  
Kind of a short rounding bottom pattern.  
Target level is 950. Bullish",Bullish
$ICICIBANK.NSE,"✅ Ticker $ICICIBANK.NSE  
📊 Weekly TF chart 
✔ EMA 50 plotted 
◾ Price take support at EMA 50 three times and bounced strongly. 
◾ Keep SL at swing low. Bullish",Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE  
 
Strong Reasons to Buy this stocks: 
> Broken Down Trendline 
> Made 1st Higher Low 
> Big Green Candles Presence 
> Change in Polarity 
> Volume Expansion 
 
Buy at CMP 885 
Stoploss: 863  
Target: 940-960 Bullish",Bullish
$ICICIBANK.NSE,$ICICIBANK.NSE Stock has surged by 1.55% with increased buying volumes. It is trading above Ema levels indicating bullish trend. Macd is also highly bullish. Bullish,Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE Daily time frame 
RSI -61  
Trading at a crucial level breaking this can trigger upside movement with an immediate resistance level of around 960. Bullish",Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE  
Last month, in the Videocon-ICICI Bank loan case, the CBI filed a chargesheet consisting of 11,000 pages. According to the chargesheet, a false certificate was allegedly prepared stating that the loan obtained from the bank was utilized for its intended purpose, even though it was reportedly used to repay old loans. 
The CBI filed the chargesheet in March against Chanda Kochhar, the former MD and Chairman of ICICI Bank, her husband Deepak Kochhar, and Venugopal Dhoot, the Chairman of Videocon Group. However, the court has yet to take cognizance of the chargesheet. Bearish",Bearish
$ICICIBANK.NSE,"$ICICIBANK.NSE 
Stock in 1 hr chart
Moving in HL HH PATTERN
868-870 MIGHT BE A SUPPORT
EXPECT A REVERSAL around the levels for 900 levels target Bullish",Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE MACD bearish crossover. RSI in the overbought zone.  
bearish signals. Bearish",Bearish
$ICICIBANK.NSE,"Axis Securities top picks for April includes $ICICIBANK.NSE $MARUTI.NSE $SBIN.NSE $INFY.NSE  
 
$NIFTY50.NSE Bullish",Bullish
$ICICIBANK.NSE,$ICICIBANK.NSE Stock is trading above Ema-50 & 200 levels indicating uptrend. Macd  is also predicting bullish trend. Bullish,Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE  
ICICI Bank has been surpassing its competitors and excelling in all areas of its operations. It has shown impressive growth, maintained healthy margins, and demonstrated excellent asset quality. With an increase in loan growth, enhanced operating profits, a robust provision buffer, and a strong deposit franchise, the bank is expected to achieve an expansion in ROAE/ROAA between FY23-25E. Moreover, the bank's valuation is considered to be favorable, indicating that it is in a secure financial position. Bullish",Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE 
CMP: 886
The stock has formed hammer candlestick pattern and is bullish as of now.
Tp: 900 Bullish",Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE 

Setup : 
- GS
- Price in HH/HL
- D-RSI > 60
- RSI RS
- CIP
- Ascending triangle Bullish",Bullish
$ICICIBANK.NSE,$ICICIBANK.NSE ....focus on upside if it above todays day high Bullish,Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE 
This banking is looking good for big move
I expect this stock to break new hig in coming days
Wil target 1000
If stock is close abv 890 this week closing
1st target is 960
Rounding bottom pattern..!! Bullish",Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE great uptrend till now, can face some resistance at 890 level. Bullish",Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE  
CMP: Rs 872.75 
On daily charts, it appears bearish since it has produced a bearish candle and is still trading close to the resistance line. Up to 840, a selling push can be anticipated. Bearish",Bearish
$ICICIBANK.NSE,"$ICICIBANK.NSE 
This stock is in radar
Buy abv 880
Target 910,925
Bullish view.
Sl 860 Bullish",Bullish
$ICICIBANK.NSE,$ICICIBANK.NSE Channel breakout in action! Bullish,Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE Daily time frame 
RSI-50 (neutral) 
Even in these challenging times  
it is holding good.  
850 is acting as a resistance level. 
once the market starts moving upside  
we will see some good upside movement. 
#hopfully Bullish",Bullish
$ICICIBANK.NSE,"The board of $ICICIBANK.NSE will meet on April 22 to consider the payment of a dividend for the fiscal year ending March 31, according to a Friday filing. Bullish",Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE retracing from the support level, now going bullish. next target 871 Bullish",Bullish
$ICICIBANK.NSE,Go long only when $ICICIBANK.NSE will break the channel zone. Bullish,Bullish
$NIFTYBANK.NSE,"$NIFTYBANK.NSE IDBI Capital expects card spends to witness stable trend led by e-com spends as well as travelling and other leisure activities but cautions that one needs to watch out for impact of rental payments on spends. ICYMI, most credit card providers have started charging users processing fees for rent payments.  
 
$HDFCBANK.NSE $AXISBANK.NSE $ICICIBANK.NSE $INDUSINDBK.NSE Bullish",Bullish
$ICICIBANK.NSE,Time to buy the dip in $ICICIBANK.NSE .. Bullish,Bullish
$HDFCBANK.NSE,$HDFCBANK.NSE and $ICICIBANK.NSE near resistance and a perfect fall due to profit booking can be seen today or on expiry Bearish,Bearish
$ICICIBANK.NSE,"$ICICIBANK.NSE 
Bollinger bands indicate that the stock is in overbought region while RSI is 69.1 which is below 80 for now. Bearish",Bearish
$ICICIBANK.NSE,$ICICIBANK.NSE Stock is trading below Ema levels indicating downtrend. Macd is also highly bearish. Bearish,Bearish
$ICICIBANK.NSE,"$ICICIBANK.NSE forming Descending Triangle pattern. 
Recently it has given breakout from the formation. 
 
The first target is of Rs.843 and the second target is of Rs.852. Bullish",Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE 
Bollinger bands and RSI indicates that the security is oversold. A bullish trend can be expected Bullish",Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE is back in bearish channel zone. 
The short term view is bearish!! Bearish",Bearish
$ICICIBANK.NSE,"$ICICIBANK.NSE  
At the trendline. Bullish",Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE has received approval from the Reserve Bank of India for extension of time till September 9, 2024 for divesting its shareholding in ICICI Lombard General Insurance Company to less than 30 %t. ICICI Bank currently holds 48.02 % stake in ICICI Lombard General Insurance Co. Bullish",Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE lots of short term resistance, i like it better over 870 Bullish",Bullish
$ICICIBANK.NSE,$ICICIBANK.NSE TP 1250 economictimes.indiatimes.co... Bullish,Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE MACD bullish crossover, RSI in the oversold zone 
strong bullish signals for the short term. Bullish",Bullish
$ICICIBANK.NSE,$ICICIBANK.NSE Resistance in action once again. Bearish,Bearish
$ICICIBANK.NSE,"$ICICIBANK.NSE  
 
CMP: 869 
 
- Closed above key 21 and 50 EMA 
 
- 30 Jan week had the highest volume in a year 
 
- Still trading inside the Budget day candle 
 
- 877 is the 50% Fibo level of the recent fall 
 
- I expect it to gain momentum above 879-880 Bullish",Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE is among the top investment picks of KRChoksey for March with a TP of Rs 1,175 Bullish",Bullish
$ICICIBANK.NSE,Go long if $ICICIBANK.NSE gives breakout over the level of 878. Bullish,Bullish
$ICICIBANK.NSE,$ICICIBANK.NSE Today more than 2% up. Bullish,Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE MACD bearish crossover, RSI in the oversold zone. 
long term bearish signal Bearish",Bearish
$ICICIBANK.NSE,"$ICICIBANK.NSE  
Despite the fact that the stock formed a highly bullish engulfing pattern today, we should still wait for a breakout before purchasing this stock. 
Watch this stock closely till then. Bullish",Bullish
$ICICIBANK.NSE,"Keeping an eye on $ICICIBANK.NSE. The price has broken the lower high, lower low structure and is approaching its latest swing high resistance. Bounce off the 875-885 support should give the stock a new upward direction. Bullish",Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE  
Icici bank is consolidation at lower level. 
One can enter in ICICI bank at cmp 
Target will be of 950. 
SL- 800 Bullish",Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE has assigned a 'buy' recommendation to the stock, with a goal price of t1 910 and t2 957. 
ICICI Bank's stock is presently trading at Rs 856. Buyers stand to gain Rs 294 per share, or 34.3 percent. Bullish",Bullish
$NIFTYBANK.NSE,"IDBI Capital expects credit card spends to continue witnessing positive trend led by increased e-com spends as well as resuming of travel and other leisure activities. 
 
$NIFTYBANK.NSE $HDFCBANK.NSE $AXISBANK.NSE $ICICIBANK.NSE $FEDERALBNK.NSE Bullish",Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE MACD bearish crossover, RSI in the oversold zone.  
Good bearish signal. Bearish",Bearish
$ICICIBANK.NSE,"$ICICIBANK.NSE  
CMP: Rs 850.65 
The stock surges over 1.5%, crossing EMA-50 level, trading in upward trend with the next target 0f 865 level. Bullish",Bullish
$ICICIBANK.NSE,"Momentum Call: 
 
Sell $ICICIBANK.NSE  Fut positional near 847 tgts 831/819 SL: 858.80 
 
 
Rationale: Stock has been resisting near 20 and 50 day average and MACD/RSI showing weakness in momentum. Bearish",Bearish
$ICICIBANK.NSE,Go long in $ICICIBANK.NSE when it'll break the level of 878. Bullish,Bullish
$ICICIBANK.NSE,$ICICIBANK.NSE MACD bullish crossover with rsi in the oversold zone. Bullish,Bullish
$ICICIBANK.NSE,Short $ICICIBANK.NSE for a target of 796. Bearish,Bearish
$ICICIBANK.NSE,"$ICICIBANK.NSE broke the resistance level with high volume, next target 834.4 Bearish",Bearish
$ICICIBANK.NSE,"$ICICIBANK.NSE  
CMP: Rs 851.60 
The 890 level will be significant, and if it is broken, the upside will extend to 960. Bullish",Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE  
CMP: Rs 863.25 
Though the MACD is above the signal line but the stock forming an engulfing red candle pattern, we may expect it to fall further till 845 level. Bearish",Bearish
$ICICIBANK.NSE,"$ICICIBANK.NSE 
Both MACD and supertrend implies a bearish trend. Also, we can see that the stock prices are moving in a downtrend which could continue Bearish",Bearish
$HDFCBANK.NSE,"Investing in a banking stock can be a good decision in the Indian economy. However, it is important to conduct thorough research and analysis before selecting the stock and making any investment decisions. Based on some of the key metrics and factors, we’ve analyzed the top banking stocks in the country.   
  
You can find the value of those key metrics below. Based on these, we have the following ratings:  
1) $HDFCBANK.NSE - BUY  
2) $ICICIBANK.NSE - BUY  
3) $KOTAKBANK.NSE - BUY  
4) $AXISBANK.NSE - BUY  
  
Key for the metrics below:  
- CASA - Higher is better  
- NIM - Higher is better  
- CAR - Higher is better  
- ROA - Higher is better  
- ROE - Higher is better  
- Net NPA - Lower is better  
- P/B - Lower is better  
- PE - Lower is better Bullish",Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE signed a Memorandum of Understanding (MoU) with a European bank BNP Paribas in order to cater to the banking needs of European corporates operating in India and Indian 
companies in the European Union.  
 
The MoU will establish a framework of partnership between the two banks for providing financial services to corporate customers operating in the India–Europe corridor. Bullish",Bullish
$ICICIBANK.NSE,$ICICIBANK.NSE daily chart looks strong can be buying opportunity above 50 DMA and RSI also shows positive trend Bullish,Bullish
$ICICIBANK.NSE,$ICICIBANK.NSE Though stock is trading between Ema-50 & 200 levels but it is giving strong bullish signals. Macd is also highly bullish. Bullish,Bullish
$JSWSTEEL.NSE,"#Stocktowatch in F&O Segment 
#TelegramGroupLink for Exclusive chart ideas 
 
t.me/ChartAddict007 
 
$BAJAJ.AUTO.NSE  
$JSWSTEEL.NSE  
$ICICIBANK.NSE  
$PVR.NSE Bullish",Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE 
CMP : 870.80
The stock is has maintained a bullish strength, but as it is approaching towards its resistance zone, the stock seems to getting bearish signals now. Bearish",Bearish
$ICICIBANK.NSE,Keep $ICICIBANK.NSE on radar as stock is very near to channel breakout level. Bullish,Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE  Finally seem to be breaking in to the Wave 3 of BullMarket 
Elliottwave Bullish",Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE moving in consolidation, witnessing high selling today.  
bearish consolidation could carry on for a while. Bearish",Bearish
$ICICIBANK.NSE,"$ICICIBANK.NSE 
CMP: Rs 853.30
With the target price of 875 level the stock is moving towards its resistance level. MACD is above signal line giving bullish indication. Bullish",Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE looks like an upward sloping consolidation, but volume is on a lower slide.
trade with caution. Bullish",Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE  
CMP: Rs 860.25 
With the long term target of 1150, the stock is fundamentally looking very good. Bullish",Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE Looks bullish. 
Stick with the target of 1150 Bullish",Bullish
$ICICIBANK.NSE,"Axis Bank's top picks for February include $ICICIBANK.NSE $SBIN.NSE $INFY.NSE and $FEDERALBNK.NSE  
 
$NIFTY50.NSE Bullish",Bullish
$ICICIBANK.NSE,$ICICIBANK.NSE Stock is trading between Ema levels giving mild bullish signals. Macd is  above its signal line predicting bullish momentum. Bullish,Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE 
The stock is down by 0.46% today. 
It is laying off 700 employees. Is it trying to cut down its cost? Bearish",Bearish
$ICICIBANK.NSE,"GO long whenever $ICICIBANK.NSE will break the bearish channel zone. 
Keep on radar. Bullish",Bullish
$ICICIBANK.NSE,$ICICIBANK.NSE as per my view in downtrend and make lh and ll in continues pattern and hop go to make new law but after today low break tomorrow Bearish,Bearish
$ICICIBANK.NSE,Time to buy the dip in $ICICIBANK.NSE Bullish,Bullish
$ICICIBANK.NSE,$ICICIBANK.NSE lots of relative strenght here .. much more than $NIFTYBANK.NSE ... keep on the watch Bullish,Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE has established a bullish trend in the most recent trading session. 
 
On a daily closing basis, you might go long in ICICIBANK with a stop loss of 805. 
 
ICICIBANK will be deemed strong till it trades over 805 levels. 
 
‣Prev Close 
823.50 
‣Open Price 
826.00 
‣Offer Price (Qty) 
831.90 (8278) 
‣Volume 
27291226 
‣Today's' Low / High 
814.10 / 838.30 
‣52 WK Low / High 
642.15 / 958.20 Bullish",Bullish
$ICICIBANK.NSE,$ICICIBANK.NSE Bullish,Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE  
CMP: 805.80 
The stock is currently facing bearish momentum. It is down by more than 1.39% as of now. ADX DMI indicator is also highly bearish. RSI is near 20  
Hence, the bearish momentum is expected to end in the coming days. Bearish",Bearish
$ICICIBANK.NSE,"$ICICIBANK.NSE Daily time frame 
RSI-28(Bearish) 
This a sharp correction after hitting an all-time high of 958. 
even breached support level 840. 
Avoid from an investment perspective as more correction is possible. Bearish",Bearish
$ICICIBANK.NSE,$ICICIBANK.NSE Bullish,Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE Pre-Provision Operating Profit (PPOP) grew by 30.8% YoY/ 13.6% QoQ at INR 1,32,716 Mn. Non-interest income stood at INR 50,236 Mn, flat on YoY/ QoQ basis. Fee income grew by 3.7% YoY to INR 49,870 Mn in Q3FY23. Bullish",Bullish
$ICICIBANK.NSE,$ICICIBANK.NSE  here is Smartmoney Buying zone with sl 840 . Bullish,Bullish
$ICICIBANK.NSE,"844 is major support in $ICICIBANK.NSE .  
As the stock has given a positive bullish RSI Divergence on top. 
So 844 can be a good level to buy the dip in $ICICIBANK.NSE Bullish",Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE Net interest income (NII) grew by 34.6% YoY (11.4% QoQ) to INR 1,64,653 Mn in Q3FY23 from INR 1,22,360 Mn in Q3FY22. The net interest margin was 4.7% in Q3FY23 vs 4.0% in Q3FY22 (4.3% in Q2FY23). Bullish",Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE Given the benign credit cycle, we believe that the bank is currently witnessing a profitability overshoot, which is difficult to sustain. With deposit mobilization lagging loan growth and timing differences in repricing, we believe that peak NIMs are now behind (expecting moderation in FY24E).  
 
We tweak our FY23E/FY24E earnings estimates by 2-5% and maintain BUY with an SOTP-based TP of INR1,105 (standalone at 3.0x Sep-24 ABVPS) Bullish",Bullish
$ICICIBANK.NSE,"$ICICIBANK.NSE  
CMP: Rs 874.15 
The stock has been fluctuating laterally throughout the last sessions. 
Once it breaks channel 840-890, a directional movement is to be anticipated. 
Bearish as of now. Bearish",Bearish
$ICICIBANK.NSE,"$ICICIBANK.NSE  reported yet another quarter of all-round impressive balance sheet performance with loan growth (+20% YoY), NIMs (4.7%) and asset quality (GNPA at 3.1%), reflecting in strong profitability 
vectors (standalone RoE of ~18%).  
 
Net slippages continued to remain benign (+0.5% annualised); however, the bank further shored up its contingent provisions, taking the stock of contingent provisions prudently to 130bps. Bullish",Bullish
